diff,winrate
0.04958999999999997,0.651
-0.07699,0.428
-0.017595000000000027,0.455
0.08997000000000005,0.644
-0.07940000000000003,0.403
0.06733,0.438
-0.07345999999999997,0.317
0.010954999999999937,0.499
-0.17277499999999996,0.356
-0.08438999999999997,0.335
0.06910500000000003,0.607
0.011785000000000045,0.629
0.06783499999999998,0.598
0.13122500000000004,0.672
-0.11314000000000007,0.271
-0.05518000000000001,0.312
0.10487500000000005,0.626
0.22120500000000004,0.686
-0.028315000000000035,0.269
-0.06694,0.34
-0.41852500000000004,0.192
0.06899500000000003,0.638
0.13708499999999996,0.655
-0.28252,0.366
0.08191999999999999,0.68
-0.09024000000000004,0.438
-0.16241500000000003,0.383
0.020865000000000022,0.566
-0.26880999999999994,0.128
0.26797999999999994,0.654
-0.19289499999999998,0.305
-0.04076000000000002,0.389
-0.424685,0.162
0.20182500000000003,0.699
-0.10826500000000006,0.338
0.20047499999999996,0.731
-0.26702999999999993,0.366
-0.253185,0.348
0.028620000000000034,0.532
-0.09148499999999998,0.365
0.002990000000000048,0.62
0.136195,0.669
0.0,0.504
0.134895,0.674
-0.21358500000000002,0.336
-0.10751,0.377
-0.17274499999999998,0.312
-0.10487500000000005,0.318
0.07538,0.71
0.26779000000000003,0.565
0.09423000000000004,0.565
-0.025790000000000035,0.425
0.01598499999999997,0.583
-0.11251,0.502
0.09899500000000006,0.553
0.08490499999999995,0.579
-0.14288000000000006,0.315
0.17497500000000005,0.662
0.09283000000000002,0.632
0.16913000000000006,0.667
-0.03151500000000007,0.518
0.12149500000000002,0.702
0.20480000000000004,0.615
0.05124000000000006,0.66
-0.16501500000000002,0.338
-0.0711,0.446
0.07245999999999997,0.589
-0.455685,0.144
0.15063000000000004,0.576
-0.14910999999999996,0.237
-0.10510999999999998,0.358
0.058780000000000054,0.602
0.15551500000000001,0.605
-0.049449999999999994,0.534
0.10108500000000004,0.688
0.25285499999999994,0.662
0.03830499999999998,0.583
0.15853,0.654
0.233385,0.648
-0.17237500000000006,0.328
0.04050999999999999,0.56
-0.014264999999999972,0.374
0.17545999999999995,0.767
0.21799499999999994,0.69
0.018369999999999997,0.459
-0.14654000000000006,0.297
0.18423499999999998,0.675
-0.12280000000000002,0.367
-0.024625000000000064,0.392
0.041759999999999964,0.57
0.14552500000000007,0.615
0.07633000000000001,0.762
-0.12019500000000005,0.445
-0.052435000000000065,0.44
0.07319500000000001,0.647
-0.24628500000000003,0.299
0.25031000000000003,0.686
-0.07314999999999999,0.347
-0.09622000000000003,0.385
0.22946999999999995,0.62
0.21383000000000002,0.638
0.07994499999999993,0.603
-0.07477500000000004,0.436
-0.013510000000000022,0.416
-0.060084999999999944,0.239
-0.20308500000000002,0.37
-0.11640500000000004,0.384
0.31263499999999994,0.62
-0.26607500000000006,0.314
-0.458425,0.111
0.09957999999999995,0.608
0.20704000000000006,0.684
0.12491000000000002,0.718
-0.08874500000000002,0.375
-0.001695000000000002,0.42
-0.0015650000000000386,0.495
-0.24561500000000003,0.161
0.10495500000000002,0.623
-0.11952000000000002,0.38
0.304485,0.656
-0.049709999999999976,0.483
-0.11106500000000002,0.359
0.03594000000000003,0.692
0.06335500000000005,0.604
0.046255000000000046,0.639
-0.009765000000000024,0.578
-0.013815000000000022,0.402
-0.18884999999999996,0.297
0.011824999999999974,0.608
-0.45908,0.148
0.08195999999999992,0.431
-0.14302500000000007,0.335
0.10034500000000002,0.65
0.05740999999999996,0.659
-0.051120000000000054,0.283
-0.070805,0.378
-0.05513000000000001,0.419
-0.12283,0.343
-0.10011999999999999,0.182
0.12429499999999999,0.68
-0.07680500000000001,0.253
0.050985,0.599
-0.14775,0.371
-0.42436,0.18
0.13425000000000004,0.598
-0.292975,0.356
0.09636,0.64
-0.07376499999999997,0.356
0.406885,0.894
-0.26903000000000005,0.338
0.21348499999999998,0.681
-0.014264999999999972,0.403
-0.19067500000000004,0.208
-0.150605,0.369
0.18907000000000002,0.692
-0.08230499999999996,0.319
0.057709999999999984,0.605
-0.1386,0.384
0.019979999999999998,0.717
-0.08305000000000001,0.376
-0.009649999999999992,0.592
-0.19801999999999997,0.345
0.08775000000000005,0.646
0.17176499999999995,0.744
0.010794999999999999,0.67
0.17855,0.657
-0.11752000000000001,0.425
0.13794,0.619
0.06403999999999999,0.638
-0.19276500000000002,0.382
-0.09531499999999993,0.288
0.07581500000000008,0.598
0.13483999999999996,0.657
-0.116865,0.388
0.303935,0.791
0.21296500000000002,0.688
-0.474895,0.147
-0.043704999999999994,0.397
0.09731000000000001,0.731
-0.027559999999999973,0.373
-0.28112,0.31
0.06128499999999998,0.742
0.06424500000000005,0.636
-0.14655500000000005,0.427
-0.04953500000000005,0.443
0.007745000000000002,0.479
0.22708499999999998,0.673
0.021220000000000072,0.75
0.123915,0.678
0.04498000000000002,0.73
-0.020644999999999913,0.578
-0.05714999999999998,0.351
0.010315000000000019,0.551
-0.450005,0.096
0.04353999999999991,0.572
-0.143055,0.294
-0.16073499999999996,0.262
-0.05019999999999997,0.514
0.271215,0.741
-0.16902500000000004,0.378
-0.50702,0.134
0.15450999999999993,0.634
0.03861000000000003,0.525
-0.02548499999999998,0.275
-0.05476000000000003,0.345
0.14575000000000005,0.624
-0.15623000000000004,0.311
-0.027154999999999985,0.562
0.12752000000000002,0.665
-0.137465,0.336
-0.11961500000000003,0.405
-0.075295,0.239
0.094775,0.65
-0.27544499999999994,0.317
0.12437000000000004,0.663
0.21364500000000003,0.671
0.024444999999999995,0.607
0.12321500000000002,0.687
0.06840000000000002,0.643
0.081675,0.66
-0.13042499999999996,0.318
-0.025334999999999996,0.474
-0.13874500000000006,0.433
0.02988499999999994,0.393
-0.24137000000000003,0.347
0.06564999999999999,0.583
-0.03782000000000002,0.426
-0.08195999999999992,0.586
-0.09110499999999999,0.378
-0.19099500000000003,0.375
0.17104999999999998,0.733
0.11712500000000003,0.684
0.35859,0.872
-0.028169999999999917,0.467
-0.032104999999999995,0.321
-0.06250999999999995,0.387
0.18814000000000003,0.658
-0.13768000000000002,0.365
-0.04189499999999996,0.383
-0.03287499999999999,0.397
-0.061045000000000016,0.459
-0.22511000000000003,0.355
-0.0024350000000000205,0.487
0.14070500000000002,0.547
-0.07265000000000005,0.357
0.0070949999999999624,0.396
0.05124000000000006,0.675
-0.05479999999999996,0.412
-0.002275000000000027,0.416
-0.08692500000000003,0.366
-0.031920000000000004,0.394
0.0,0.501
-0.455685,0.127
0.07674499999999995,0.68
-0.11349500000000001,0.515
-0.05649000000000004,0.425
0.017290000000000028,0.48
0.18047000000000007,0.725
0.18952000000000002,0.605
0.20665499999999992,0.602
-0.21364000000000005,0.297
0.24222000000000005,0.628
-0.08114000000000005,0.426
0.08279500000000001,0.657
-0.08211000000000002,0.354
0.12063500000000005,0.591
-0.11415999999999993,0.322
0.16726000000000002,0.629
0.26068499999999994,0.719
-0.060899999999999954,0.316
-0.425995,0.127
-0.17214000000000002,0.315
-0.19244000000000006,0.247
0.05892499999999995,0.569
0.027884999999999993,0.583
0.04594999999999999,0.663
0.06848999999999994,0.683
0.13358000000000003,0.679
-0.024634999999999962,0.471
0.24181000000000002,0.67
0.09867000000000004,0.605
0.03262499999999996,0.644
-0.28018999999999994,0.152
-0.04411999999999994,0.405
-0.23891,0.325
0.072025,0.646
0.032555,0.632
-0.15606500000000006,0.401
0.12471500000000002,0.63
-0.20786,0.315
-0.13747000000000004,0.464
-0.255085,0.367
-0.08135999999999999,0.347
-0.09343000000000007,0.418
-0.05892499999999995,0.433
0.037900000000000045,0.482
-0.23493000000000008,0.273
0.09287000000000006,0.646
0.003715000000000024,0.557
0.13093,0.659
0.14359,0.657
-0.23502999999999996,0.378
0.12582499999999996,0.472
0.08972499999999994,0.741
-0.15934500000000001,0.254
0.08556999999999992,0.647
0.14600499999999994,0.701
-0.033704999999999985,0.444
-0.11828000000000005,0.33
-0.13986500000000002,0.396
-0.19520499999999996,0.293
0.14988999999999997,0.656
-0.06294,0.384
0.0,0.5
0.16419000000000006,0.728
0.07970500000000003,0.732
-0.01709000000000005,0.39
-0.20249000000000006,0.386
0.08362500000000006,0.563
-0.050860000000000016,0.556
-0.041045,0.341
0.012294999999999945,0.47
0.11414499999999994,0.705
-0.09016499999999994,0.474
0.06823999999999997,0.702
-0.02677999999999997,0.551
-0.025175000000000003,0.394
-0.02385499999999996,0.474
0.20517500000000005,0.655
-0.16282000000000002,0.351
-0.2096,0.375
0.05732499999999996,0.593
-0.033175000000000066,0.432
0.23722499999999996,0.619
0.042585000000000095,0.535
-0.03653999999999996,0.359
0.21364500000000003,0.683
0.10100000000000003,0.625
-0.21634499999999995,0.336
-0.207675,0.353
-0.06634500000000004,0.366
-0.28437,0.329
-0.10199000000000003,0.24
-0.012090000000000045,0.607
-0.11955500000000002,0.396
0.14099499999999998,0.666
-0.010399999999999965,0.582
0.38435500000000006,0.856
-0.03171500000000005,0.468
-0.14679499999999995,0.315
-0.05529000000000006,0.305
-0.12749,0.395
-0.21071,0.329
0.06462499999999993,0.639
-0.244765,0.318
0.15835500000000002,0.61
0.12356000000000006,0.635
-0.05663999999999991,0.275
0.1362,0.665
0.17583500000000007,0.658
0.008125000000000049,0.399
-0.227335,0.367
0.11015000000000003,0.642
0.135865,0.636
0.04827999999999999,0.562
-0.16701500000000002,0.345
0.07046000000000002,0.6
0.048665000000000014,0.592
0.21477500000000005,0.588
-0.179865,0.317
-0.012304999999999955,0.41
-0.058459999999999956,0.358
-0.15628499999999995,0.296
0.18192000000000003,0.725
-0.01783499999999999,0.563
0.214845,0.653
0.04827999999999999,0.587
0.19511499999999998,0.649
-0.147885,0.399
0.03753500000000004,0.637
-0.03815500000000005,0.349
0.10846499999999998,0.637
0.13856500000000005,0.627
0.05675999999999998,0.443
0.07955499999999993,0.612
0.05947000000000002,0.616
0.10287499999999994,0.627
0.04581999999999997,0.455
-0.23152499999999998,0.332
0.08293499999999998,0.563
0.0041300000000000225,0.563
-0.425995,0.136
-0.09110499999999999,0.34
-0.20253500000000002,0.145
0.07273999999999997,0.618
0.12008500000000005,0.597
-0.08314500000000002,0.297
0.14150500000000005,0.658
-0.23592000000000002,0.367
-0.04269500000000004,0.386
0.171985,0.627
-0.16253000000000006,0.423
0.003554999999999975,0.442
0.22234500000000007,0.669
0.194525,0.724
0.05650500000000003,0.542
0.226705,0.679
0.20423000000000002,0.63
-0.11419999999999997,0.395
-0.05638999999999994,0.408
-0.09942500000000004,0.348
-0.09636,0.304
-0.10936499999999999,0.381
-0.09273500000000001,0.403
-0.22736000000000006,0.318
0.13976499999999997,0.695
-0.372635,0.136
-0.032320000000000015,0.538
-0.30900000000000005,0.147
-0.11413499999999999,0.305
0.11741000000000007,0.607
-0.07953500000000002,0.333
-0.13833999999999996,0.258
0.13591000000000003,0.611
0.07139499999999999,0.727
0.042179999999999995,0.592
-0.07577,0.343
0.06232500000000002,0.552
0.135865,0.617
-0.23595999999999995,0.338
-0.15772499999999995,0.369
-0.029179999999999984,0.481
0.03106999999999993,0.754
-0.00871999999999995,0.551
-0.015015,0.498
0.13394499999999998,0.694
0.09906000000000004,0.607
-0.05017999999999995,0.475
-0.12676500000000002,0.308
-0.10401500000000008,0.361
-0.12567500000000004,0.373
0.18713500000000005,0.692
0.04638999999999993,0.462
0.06408000000000003,0.677
-0.09867000000000004,0.375
0.04725000000000007,0.577
0.03258500000000003,0.718
0.25681999999999994,0.587
-0.24262499999999998,0.123
-0.03815500000000005,0.372
0.09694000000000003,0.585
-0.08591999999999994,0.496
0.31555,0.927
-0.19084,0.317
-0.05575000000000002,0.406
-0.12886000000000009,0.256
-0.021724999999999994,0.449
0.25365499999999996,0.663
0.05749499999999996,0.665
-0.251235,0.381
-0.22198500000000004,0.273
0.18536000000000002,0.714
-0.07141999999999998,0.379
0.0021449999999999525,0.56
0.19891000000000003,0.7
-0.08488499999999999,0.369
0.022965000000000013,0.642
-0.034784999999999955,0.344
0.0038449999999999873,0.687
0.06554499999999996,0.692
0.12680999999999998,0.62
-0.023540000000000005,0.275
0.028144999999999976,0.648
-0.04701999999999995,0.398
0.14178000000000002,0.65
-0.16949499999999995,0.287
-0.12064499999999995,0.324
-0.10336999999999996,0.428
0.01994000000000007,0.483
-0.26607500000000006,0.329
-0.321995,0.384
0.13911500000000004,0.624
-0.016934999999999978,0.566
0.08882999999999996,0.712
0.09209499999999998,0.616
-0.16791999999999996,0.233
0.22755999999999998,0.641
-0.21348499999999998,0.356
-0.20227499999999998,0.351
0.062244999999999995,0.599
0.04144999999999999,0.604
-0.10623500000000002,0.39
0.020244999999999957,0.596
0.16833500000000007,0.768
-0.10007499999999997,0.39
0.007249999999999979,0.66
-0.23504999999999998,0.343
0.06982499999999997,0.589
0.350615,0.867
-0.06868000000000002,0.286
0.28813500000000003,0.849
-0.039470000000000005,0.341
-0.20787000000000005,0.376
-0.13284999999999997,0.327
-0.02159500000000003,0.433
-0.17528499999999997,0.374
0.006310000000000038,0.374
-0.1856,0.406
-0.034934999999999994,0.385
0.03965000000000002,0.569
0.032125000000000015,0.418
-0.09611000000000003,0.349
0.015125,0.529
0.280355,0.76
0.06776499999999996,0.521
-0.22234500000000007,0.37
-0.20547999999999994,0.286
0.09106499999999995,0.658
0.18483500000000003,0.657
0.07258999999999999,0.652
-0.04788999999999999,0.407
0.20304000000000005,0.67
0.0070049999999999835,0.305
0.09758,0.674
-0.010515000000000052,0.453
0.057035,0.668
0.06769999999999998,0.742
0.010599999999999998,0.448
0.222995,0.635
0.08669500000000002,0.601
-0.07189999999999996,0.281
-0.16726000000000002,0.403
-0.12951999999999997,0.244
-0.01182500000000003,0.509
0.07308500000000007,0.662
-0.10024500000000003,0.482
0.13498499999999997,0.694
-0.049595,0.506
0.06803999999999999,0.663
-0.07284000000000002,0.42
0.046955000000000024,0.53
0.06539000000000006,0.71
0.026345000000000007,0.651
-0.18612499999999993,0.26
0.07676500000000003,0.727
-0.125755,0.267
0.28457,0.696
0.06776000000000004,0.585
0.24076000000000003,0.611
0.041120000000000045,0.599
-0.050065000000000026,0.464
-0.07044499999999998,0.395
0.12371500000000002,0.655
-0.04511000000000004,0.445
-0.13129499999999994,0.181
-0.06198499999999996,0.439
0.245595,0.934
0.04511000000000004,0.569
-0.02383500000000005,0.462
0.23681999999999997,0.7
-0.2117,0.367
0.017755000000000076,0.569
-0.13296999999999998,0.305
-0.03476999999999997,0.274
0.05020000000000002,0.56
0.13632000000000005,0.622
0.009765000000000024,0.419
-0.03685500000000003,0.317
0.11297499999999999,0.67
0.19567,0.701
-0.1498,0.434
-0.19210500000000003,0.392
0.12018500000000004,0.511
-0.033175000000000066,0.425
0.023909999999999987,0.636
0.46258,0.828
-0.09465500000000004,0.25
0.04340499999999997,0.543
0.19708000000000003,0.649
0.06390999999999991,0.599
0.16253000000000006,0.53
-0.012319999999999998,0.354
-0.05493999999999999,0.444
0.037144999999999984,0.366
0.08613000000000004,0.709
-0.259775,0.328
-0.053755,0.372
0.12082999999999999,0.7
-0.05401999999999996,0.338
-0.23763499999999999,0.102
-0.05447999999999997,0.371
0.12679500000000005,0.661
-0.17578500000000002,0.398
0.01951499999999995,0.552
-0.025005000000000055,0.405
0.10746999999999995,0.647
0.21856999999999993,0.585
0.149665,0.71
-0.08282999999999996,0.455
-0.18587499999999996,0.366
-0.14775,0.335
0.13797000000000004,0.773
-0.03471999999999997,0.356
-0.17855,0.326
-0.15311000000000002,0.361
-0.06115000000000004,0.279
0.19075999999999999,0.659
0.14479000000000003,0.596
-0.24375500000000005,0.341
0.06466499999999997,0.679
-0.15387999999999996,0.365
0.241135,0.703
0.07813500000000007,0.627
0.09731000000000001,0.735
-0.0018050000000000566,0.433
-0.09267999999999998,0.44
-0.02137,0.335
-0.23980999999999997,0.339
-0.20767999999999998,0.351
-0.39167500000000005,0.173
0.20402499999999996,0.617
0.07740999999999998,0.724
0.22538500000000006,0.707
0.08268500000000001,0.564
-0.5017750000000001,0.119
0.12903499999999996,0.633
0.10491,0.513
-0.09796500000000002,0.342
-0.176995,0.378
0.43124500000000004,0.889
0.343,0.848
0.13321499999999997,0.655
0.0362650000000001,0.596
0.294935,0.652
-0.029200000000000004,0.384
-0.12333,0.367
0.153945,0.676
0.036839999999999984,0.646
-0.18222000000000005,0.384
-0.17842000000000002,0.345
0.031179999999999986,0.489
-0.370895,0.129
0.19728,0.656
-0.14941499999999996,0.324
-0.24926000000000004,0.348
0.08039999999999997,0.707
-0.10357000000000005,0.448
0.07538,0.696
-0.04050999999999999,0.412
0.10741999999999996,0.684
-0.11451999999999996,0.306
-0.11274500000000004,0.25
0.02134500000000006,0.458
-0.21032499999999993,0.359
-0.13038,0.244
0.268425,0.713
0.02917000000000003,0.702
-0.24615000000000004,0.281
-0.027700000000000058,0.441
0.012960000000000027,0.478
0.10988500000000001,0.627
-0.09006000000000003,0.262
0.22526999999999997,0.619
-0.006129999999999969,0.575
-0.31084500000000004,0.34
0.23650999999999994,0.644
-0.153445,0.268
-0.10623500000000002,0.373
-0.06113999999999997,0.261
0.24033,0.663
0.16512,0.608
0.13001000000000001,0.713
-0.14613500000000001,0.279
0.14306999999999997,0.63
-0.11780999999999997,0.342
-0.190185,0.33
0.005169999999999897,0.458
0.20689500000000005,0.665
0.04644999999999999,0.661
0.19893499999999997,0.691
-0.14000999999999997,0.354
-0.13974000000000003,0.331
0.25073,0.736
-0.07121999999999995,0.38
0.22607,0.716
-0.500065,0.147
-0.038959999999999995,0.554
0.0,0.501
0.045485,0.577
0.0,0.5
0.353875,0.779
0.030185000000000017,0.429
